PID	date_sold	store_number	quantity
24065	2019-01-07	269	25
4822	2019-01-07	483	5
17733	2019-01-07	436	1
15386	2019-01-07	199	4
18427	2019-01-07	486	1
20875	2019-01-07	311	5
218	2019-01-07	79	5
95	2019-01-07	304	9
21234	2019-01-07	23	7
16265	2019-01-07	283	2
6156	2019-01-07	314	6
12903	2019-01-07	5	2
308	2019-01-07	163	6
17076	2019-01-07	439	6
13017	2019-01-07	396	12
3236	2019-01-07	219	4
6152	2019-01-07	445	6
16311	2019-01-07	449	8
1660	2019-01-07	239	3
9878	2019-01-07	79	1
25017	2019-01-07	159	2
22528	2019-01-07	468	3
786	2019-01-07	115	1
17964	2019-01-07	151	4
3949	2019-01-07	389	6
10065	2019-01-07	377	2
14998	2019-01-07	268	3
9394	2019-01-07	494	6
2777	2019-01-07	207	23
2892	2019-01-07	3	1
13312	2019-01-07	267	6
14961	2019-01-07	80	6
132	2019-01-07	301	1
1926	2019-01-06	375	1
22649	2019-01-06	251	1
12181	2019-01-06	475	5
333	2019-01-06	319	2
19866	2019-01-06	243	7
6273	2019-01-06	224	6
21709	2019-01-06	368	3
3054	2019-01-06	123	1
17884	2019-01-06	262	3
19270	2019-01-06	93	5
9102	2019-01-06	426	1
3708	2019-01-06	57	3
21693	2019-01-06	452	1
16484	2019-01-06	141	9
4573	2019-01-06	471	3
1493	2019-01-06	391	3
13033	2019-01-06	295	5
12666	2019-01-06	175	3
24951	2019-01-06	419	6
21284	2019-01-06	47	5
14719	2019-01-06	93	3
16414	2019-01-06	332	1
13500	2019-01-06	384	6
379	2019-01-06	410	1
1298	2019-01-06	49	3
3032	2019-01-06	473	4
18026	2019-01-06	483	1
3128	2019-01-06	412	1
21871	2019-01-06	336	1
21998	2019-01-06	352	1
5138	2019-01-06	300	1
22249	2019-01-06	111	8
20032	2019-01-06	66	1
1052	2019-01-06	141	1
17127	2019-01-06	460	6
12505	2019-01-06	329	1
24354	2019-01-06	406	4
10930	2019-01-06	277	1
13476	2019-01-06	65	4
17302	2019-01-06	376	5
21055	2019-01-06	236	3
17334	2019-01-06	493	2
5889	2019-01-06	303	7
2879	2019-01-06	496	11
21830	2019-01-06	423	1
23834	2019-01-06	226	1
2464	2019-01-06	23	6
6930	2019-01-06	191	4
1830	2019-01-06	35	5
25180	2019-01-06	246	1
16483	2019-01-06	278	1
6883	2019-01-06	364	2
9031	2019-01-06	296	3
90	2019-01-06	200	1
4984	2019-01-06	232	6
4704	2019-01-06	310	4
20448	2019-01-06	284	1
10000	2019-01-06	93	1
23331	2019-01-06	350	3
15845	2019-01-06	186	1
4143	2019-01-06	306	11
548	2019-01-06	242	7
7686	2019-01-06	5	3
15931	2019-01-06	40	1
15811	2019-01-06	109	1
25005	2019-01-05	129	2
14574	2019-01-05	1	2
15354	2019-01-05	86	4
1349	2019-01-05	461	4
15070	2019-01-05	247	1
11613	2019-01-05	126	2
17516	2019-01-05	124	1
14230	2019-01-05	157	1
20900	2019-01-05	45	1
22365	2019-01-05	175	3
8513	2019-01-05	234	6
18464	2019-01-05	223	1
10973	2019-01-05	216	3
7757	2019-01-05	10	6
22157	2019-01-05	281	4
17477	2019-01-05	325	3
10725	2019-01-05	337	2
3543	2019-01-05	211	7
13758	2019-01-05	127	7
23675	2019-01-05	491	3
3655	2019-01-05	375	4
12232	2019-01-05	467	1
20189	2019-01-05	391	5
20649	2019-01-05	316	1
3600	2019-01-05	410	7
5167	2019-01-05	408	1
418	2019-01-05	103	2
19877	2019-01-05	156	1
7820	2019-01-05	75	1
24418	2019-01-05	296	5
10808	2019-01-05	450	5
4278	2019-01-05	254	1
16603	2019-01-05	243	1
2046	2019-01-05	299	3
12295	2019-01-05	414	1
16436	2019-01-05	12	7
20659	2019-01-05	286	2
802	2019-01-05	252	6
5291	2019-01-05	126	2
13795	2019-01-04	459	6
15203	2019-01-04	433	1
20557	2019-01-04	3	1
23807	2019-01-04	453	5
6932	2019-01-04	48	1
8472	2019-01-04	274	3
24048	2019-01-04	396	2
12279	2019-01-04	161	1
11510	2019-01-04	31	3
24006	2019-01-04	395	1
22034	2019-01-04	474	22
11525	2019-01-04	261	7
1518	2019-01-04	379	1
14024	2019-01-04	13	3
6415	2019-01-04	445	3
18156	2019-01-04	242	3
20736	2019-01-04	393	1
4879	2019-01-04	488	1
1697	2019-01-04	123	8
7415	2019-01-04	124	6
23380	2019-01-04	212	5
21741	2019-01-04	78	9
1224	2019-01-04	233	1
18523	2019-01-04	74	1
18350	2019-01-04	192	6
1399	2019-01-04	377	2
20635	2019-01-04	28	4
11974	2019-01-04	207	1
19794	2019-01-04	260	5
3669	2019-01-04	397	4
22766	2019-01-04	211	3
3920	2019-01-04	393	6
14047	2019-01-04	301	2
25097	2019-01-04	361	3
19651	2019-01-04	240	1
25205	2019-01-04	423	2
20042	2019-01-04	20	1
18820	2019-01-04	492	1
18004	2019-01-04	360	6
7381	2019-01-04	498	4
513	2019-01-04	187	3
15452	2019-01-04	448	1
18101	2019-01-04	304	4
7744	2019-01-04	61	7
9331	2019-01-04	437	5
2948	2019-01-04	299	17
838	2019-01-04	262	5
7646	2019-01-04	433	1
4759	2019-01-04	257	7
9123	2019-01-04	361	6
11025	2019-01-04	165	1
19553	2019-01-04	88	1
23641	2019-01-04	166	1
10308	2019-01-04	208	6
386	2019-01-04	257	6
903	2019-01-04	42	3
23027	2019-01-04	374	8
677	2019-01-04	25	7
13264	2019-01-04	495	6
2359	2019-01-04	195	1
16469	2019-01-04	80	6
20164	2019-01-04	245	6
8234	2019-01-04	40	7
24164	2019-01-04	169	1
8911	2019-01-04	355	2
4007	2019-01-04	316	4
4512	2019-01-04	244	6
366	2019-01-04	281	5
10797	2019-01-04	168	3
3842	2019-01-04	330	6
17953	2019-01-04	28	8
22284	2019-01-04	90	1
15253	2019-01-03	249	4
11416	2019-01-03	266	1
8261	2019-01-03	163	1
7412	2019-01-03	289	4
8429	2019-01-03	491	4
11030	2019-01-03	472	4
6082	2019-01-03	53	6
16077	2019-01-03	292	5
12428	2019-01-03	409	1
238	2019-01-03	304	6
11117	2019-01-03	105	5
15100	2019-01-03	366	5
18338	2019-01-03	288	1
20291	2019-01-03	309	2
25073	2019-01-03	199	3
19610	2019-01-03	123	4
8979	2019-01-03	75	4
13402	2019-01-03	284	3
15883	2019-01-03	409	13
1630	2019-01-03	336	5
24744	2019-01-03	191	4
15111	2019-01-03	343	6
4779	2019-01-03	263	4
5282	2019-01-03	92	2
23638	2019-01-03	463	4
10951	2019-01-03	80	7
10960	2019-01-03	81	5
19510	2019-01-03	181	4
6502	2019-01-03	123	6
20964	2019-01-03	480	5
2167	2019-01-03	423	2
16641	2019-01-03	43	3
14391	2019-01-03	23	4
14538	2019-01-03	435	1
12091	2019-01-03	489	5
24170	2019-01-03	291	3
10048	2019-01-03	71	4
3943	2019-01-03	56	9
6301	2019-01-03	70	1
6764	2019-01-03	453	2
24429	2019-01-03	174	7
9050	2019-01-03	87	5
18633	2019-01-03	184	4
2535	2019-01-03	373	4
22758	2019-01-03	56	1
1609	2019-01-03	500	3
14634	2019-01-03	82	5
20833	2019-01-03	268	7
4487	2019-01-03	146	3
20474	2019-01-03	277	3
17850	2019-01-03	177	2
18132	2019-01-03	224	2
22089	2019-01-03	341	3
23299	2019-01-03	280	5
9506	2019-01-03	298	1
11173	2019-01-03	449	27
20539	2019-01-03	411	32
15204	2019-01-03	231	6
1403	2019-01-03	277	5
19334	2019-01-03	30	1
23459	2019-01-03	298	2
20812	2019-01-03	486	9
1450	2019-01-03	119	4
12347	2019-01-03	129	3
3243	2019-01-03	140	1
3899	2019-01-02	35	1
20678	2019-01-02	282	2
4976	2019-01-02	354	5
14088	2019-01-02	160	3
7931	2019-01-02	48	4
3177	2019-01-02	450	6
10271	2019-01-02	223	2
18226	2019-01-02	33	2
7191	2019-01-02	60	1
19333	2019-01-02	230	1
20152	2019-01-02	157	1
9603	2019-01-02	166	1
12793	2019-01-02	215	1
4463	2019-01-02	114	3
22788	2019-01-02	158	5
10191	2019-01-02	478	2
15919	2019-01-02	265	4
13257	2019-01-02	236	6
16519	2019-01-02	165	6
19062	2019-01-02	208	1
5998	2019-01-02	133	1
12988	2019-01-02	313	1
18874	2019-01-02	308	15
3362	2019-01-02	133	6
19707	2019-01-02	89	1
4539	2019-01-02	200	6
3727	2019-01-02	45	1
13207	2019-01-02	304	1
17793	2019-01-02	300	4
8723	2019-01-02	156	6
22356	2019-01-02	76	1
13764	2019-01-01	228	6
21972	2019-01-01	25	4
25010	2019-01-01	183	3
3346	2019-01-01	140	5
11203	2019-01-01	75	7
6652	2019-01-01	354	5
10267	2019-01-01	489	2
23846	2019-01-01	476	5
22600	2019-01-01	75	2
12757	2019-01-01	234	16
24163	2019-01-01	282	5
8881	2019-01-01	95	1
16620	2019-01-01	281	8
4678	2019-01-01	165	2
4381	2019-01-01	237	1
20523	2019-01-01	134	1
21627	2019-01-01	413	6
9677	2019-01-01	10	1
20474	2019-01-01	10	4
2351	2019-01-01	163	4
211	2019-01-01	350	6
299	2019-01-01	478	9
11763	2019-01-01	239	5
19365	2019-01-01	75	1
20094	2019-01-01	396	2
13904	2019-01-01	390	2
18931	2019-01-01	426	1
16047	2019-01-01	139	1
10253	2019-01-01	174	1
25038	2019-01-01	229	1
7348	2019-01-01	444	3
18300	2019-01-01	56	35
5730	2019-01-01	20	3
22339	2019-01-01	2	5
7433	2019-01-01	409	1
10049	2019-01-01	372	6
789	2019-01-01	52	1
13797	2019-01-01	18	3
83	2019-01-01	131	3
8379	2019-01-01	135	1
18422	2019-01-01	36	1
15241	2019-01-01	329	4
22109	2019-01-01	434	6
11993	2019-01-01	167	1
24089	2019-01-01	183	1
10141	2019-01-01	116	1
14072	2019-01-01	73	5
21262	2019-01-01	9	1
18562	2019-01-01	210	1
17208	2019-01-01	162	7
22105	2019-01-01	166	2
12886	2019-01-01	379	7
21816	2019-01-01	499	1
14817	2019-01-01	180	8
5549	2019-01-01	16	5
17133	2019-01-01	335	4
22499	2019-01-01	25	5
18583	2019-01-01	96	5
21330	2019-01-01	298	5
17446	2019-01-01	200	1
8897	2019-01-01	463	6
22675	2019-01-01	410	5
15781	2019-01-01	62	8
21418	2019-01-01	75	1
12969	2019-01-01	122	6
13375	2019-01-01	271	6
1120	2019-01-01	240	1
4421	2018-03-30	158	17
13825	2018-03-30	34	1
3452	2018-03-30	58	14
20739	2018-03-30	275	2
23718	2018-03-30	327	1
6506	2018-03-30	449	6
589	2018-03-30	31	5
9066	2018-03-30	296	3
1738	2018-03-30	6	2
24289	2018-03-30	389	3
7430	2018-03-30	297	4
5177	2018-03-30	485	6
8999	2018-03-30	37	3
13007	2018-03-30	423	26
16647	2018-03-30	302	6
13527	2018-03-30	238	1
9900	2018-03-30	147	1
961	2018-03-30	353	7
7990	2018-03-30	1	4
6317	2018-03-30	321	2
4078	2018-03-30	301	5
7575	2018-03-30	49	1
18846	2018-03-30	489	5
5759	2018-03-30	288	3
3708	2018-03-30	370	2
15104	2018-03-29	383	3
16247	2018-03-29	254	4
10548	2018-03-29	79	1
2628	2018-03-29	321	5
4020	2018-03-29	194	2
21084	2018-03-29	397	6
2776	2018-03-29	376	13
3072	2018-03-29	497	17
18973	2018-03-29	292	3
9953	2018-03-29	149	1
16328	2018-03-29	418	3
6325	2018-03-29	227	4
22188	2018-03-29	403	7
24789	2018-03-29	164	5
21960	2018-03-29	304	4
3287	2018-03-29	18	17
8811	2018-03-29	293	3
8688	2018-03-29	386	3
4387	2018-03-29	144	1
10999	2018-03-29	56	2
20344	2018-03-29	289	6
13054	2018-03-29	203	2
1994	2018-03-29	353	4
23097	2018-03-29	133	5
358	2018-03-29	23	5
18037	2018-03-29	110	4
25150	2018-03-29	183	1
4257	2018-03-29	200	1
3937	2018-03-29	40	1
23354	2018-03-29	326	7
24462	2018-03-29	379	1
24693	2018-03-29	21	8
7704	2018-03-29	279	2
25286	2018-03-29	400	1
6004	2018-03-29	279	4
4249	2018-03-29	47	4
19620	2018-03-29	175	5
21594	2018-03-29	253	3
21293	2018-03-29	216	5
12367	2018-03-29	118	5
7667	2018-03-29	72	4
5895	2018-03-29	401	1
9518	2018-03-29	243	5
23983	2018-03-29	366	16
2323	2018-03-29	350	9
3067	2018-03-29	309	3
15450	2018-03-29	311	3
6887	2018-03-29	122	4
23657	2018-03-29	302	6
23105	2018-03-29	18	4
4151	2018-03-29	75	6
7727	2018-03-29	290	6
1016	2018-03-29	21	5
15584	2018-03-29	259	6
3086	2018-03-29	360	1
14162	2018-03-29	305	9
20314	2018-03-29	27	1
4516	2018-03-29	282	3
698	2018-03-29	82	4
22018	2018-03-29	88	17
24103	2018-03-29	88	1
15171	2018-03-29	71	5
19226	2018-03-29	128	1
15330	2018-03-29	38	25
10226	2018-03-29	106	2
23395	2018-03-29	389	4
19240	2018-03-29	199	5
9521	2018-03-28	289	6
12727	2018-03-28	390	6
13467	2018-03-28	297	9
12508	2018-03-28	158	17
18134	2018-03-28	411	2
578	2018-03-28	117	6
11647	2018-03-28	76	3
13169	2018-03-28	395	2
21609	2018-03-28	211	1
6979	2018-03-28	297	5
24335	2018-03-28	117	4
4209	2018-03-28	487	6
8464	2018-03-28	414	1
17262	2018-03-28	44	1
8825	2018-03-28	484	4
14174	2018-03-28	231	6
17229	2018-03-28	423	1
11819	2018-03-28	168	3
21042	2018-03-28	267	5
25012	2018-03-28	37	2
21087	2018-03-28	212	1
18193	2018-03-28	146	15
19203	2018-03-28	338	6
15918	2018-03-28	124	2
20809	2018-03-28	2	5
5308	2018-03-28	68	5
4710	2018-03-28	313	2
16758	2018-03-28	378	6
17760	2018-03-28	261	3
18232	2018-03-28	403	8
5928	2018-03-28	468	6
17104	2018-03-28	465	5
1059	2018-03-28	331	3
1653	2018-03-28	474	7
8393	2018-03-28	357	1
2915	2018-03-28	175	9
22927	2018-03-28	228	4
3211	2018-03-28	283	1
8107	2018-03-28	184	3
1471	2018-03-28	287	2
16029	2018-03-28	189	37
17450	2018-03-28	276	4
5523	2018-03-28	116	1
22716	2018-03-28	462	2
25133	2018-03-28	449	3
6089	2018-03-28	353	1
13151	2018-03-28	195	2
21336	2018-03-28	239	1
20773	2018-03-28	421	13
16370	2018-03-28	398	5
23283	2018-03-28	219	4
22565	2018-03-28	125	4
1981	2018-03-28	258	5
22317	2018-03-28	372	1
25021	2018-03-28	216	2
22887	2018-03-28	498	5
2685	2018-03-28	121	7
14474	2018-03-28	437	5
4502	2018-03-28	54	5
17301	2018-03-28	112	1
6684	2018-03-28	113	1
18300	2018-03-28	441	6
4128	2018-03-28	380	3
19596	2018-03-28	256	2
22561	2018-03-28	465	6
16560	2018-03-28	331	5
23050	2018-03-28	19	2
10807	2018-03-28	302	10
17439	2018-03-28	310	1
20640	2018-03-28	89	1
4342	2018-03-28	252	1
16615	2018-03-28	161	1
23569	2018-03-28	478	1
3763	2018-03-27	124	5
3965	2018-03-27	439	7
21340	2018-03-27	332	1
19411	2018-03-27	69	1
9769	2018-03-27	158	6
20444	2018-03-27	64	3
23526	2018-03-27	130	2
8893	2018-03-27	458	12
15342	2018-03-27	340	19
24357	2018-03-27	414	3
19646	2018-03-27	265	1
23946	2018-03-27	371	4
18601	2018-03-27	400	10
11179	2018-03-27	228	1
19448	2018-03-27	286	2
10308	2018-03-27	276	5
18910	2018-03-27	266	2
13848	2018-03-27	458	1
18388	2018-03-27	260	6
8687	2018-03-27	468	5
16244	2018-03-27	314	6
14513	2018-03-27	350	6
2585	2018-03-27	244	1
8959	2018-03-27	235	5
9026	2018-03-27	252	2
3817	2018-03-27	371	4
19870	2018-03-27	272	6
6317	2018-03-27	269	5
7985	2018-03-27	307	6
20811	2018-03-27	434	4
8903	2018-03-27	64	1
12992	2018-03-27	458	7
22374	2018-03-27	466	7
22556	2018-03-27	113	1
22733	2018-03-27	441	3
24987	2018-03-27	157	3
14917	2018-03-27	374	5
422	2018-03-27	402	2
13501	2018-03-27	168	3
12796	2018-03-27	437	4
12480	2018-03-27	119	16
312	2018-03-27	36	1
13473	2018-03-27	127	1
16416	2018-03-27	287	6
13880	2018-03-27	249	1
5341	2018-03-27	373	6
13149	2018-03-27	255	6
20583	2018-03-27	51	16
6253	2018-03-27	250	4
22732	2018-03-27	8	1
21483	2018-03-27	229	4
21981	2018-03-27	61	5
24328	2018-03-27	10	7
10642	2018-03-27	217	6
14934	2018-03-27	147	3
2744	2018-03-27	1	1
19967	2018-03-27	190	1
15699	2018-03-27	149	3
10133	2018-03-27	84	21
17596	2018-03-27	487	1
17653	2018-03-27	152	2
7564	2018-03-27	128	1
5041	2018-03-27	118	3
2954	2018-03-27	359	6
19827	2018-03-27	176	6
11200	2018-03-27	399	5
950	2018-03-27	27	2
10744	2018-03-27	341	5
14723	2018-03-27	4	1
14543	2018-03-27	278	7
17179	2018-03-26	197	1
23923	2018-03-26	99	1
13424	2018-03-26	136	2
12770	2018-03-26	263	5
25057	2018-03-26	76	1
12644	2018-03-26	218	6
1999	2018-03-26	185	2
935	2018-03-26	42	1
12670	2018-03-26	249	3
7873	2018-03-26	418	4
1834	2018-03-26	260	9
21495	2018-03-26	428	2
14394	2018-03-26	443	5
7103	2018-03-26	493	2
6546	2018-03-26	73	2
13132	2018-03-26	114	6
19531	2018-03-26	24	6
10990	2018-03-26	155	6
15659	2018-03-26	158	5
24013	2018-03-26	482	7
16158	2018-03-26	39	7
2727	2018-03-26	158	2
21154	2018-03-26	261	4
11577	2018-03-26	445	1
22977	2018-03-26	121	3
13746	2018-03-26	161	2
2921	2018-03-26	46	7
22802	2018-03-26	417	2
9046	2018-03-26	493	5
22037	2018-03-26	158	2
4545	2018-03-26	116	11
9186	2018-03-26	352	1
5890	2018-03-26	54	7
12753	2018-03-26	90	3
16491	2018-03-26	118	2
8626	2018-03-26	107	19
19485	2018-03-26	22	5
2077	2018-03-25	274	6
24486	2018-03-25	330	1
7175	2018-03-25	244	2
24990	2018-03-25	486	1
3834	2018-03-25	111	2
2149	2018-03-25	386	6
1589	2018-03-25	265	5
22354	2018-03-25	182	4
23091	2018-03-25	214	1
17921	2018-03-25	241	6
8558	2018-03-25	146	9
5232	2018-03-25	311	5
16209	2018-03-25	496	1
7368	2018-03-25	494	17
4237	2018-03-25	4	4
4129	2018-03-25	306	16
41	2018-03-25	226	3
24884	2018-03-25	212	9
19531	2018-03-25	141	7
25116	2018-03-25	166	1
17829	2018-03-25	186	1
85	2018-03-25	76	17
5707	2018-03-25	175	1
24821	2018-03-25	271	6
508	2018-03-25	463	4
9847	2018-03-25	61	1
3158	2018-03-25	212	3
13342	2018-03-25	469	3
15960	2018-03-25	21	4
12240	2018-03-25	38	7
10312	2018-03-25	345	5
23594	2018-03-25	182	6
18814	2018-03-25	444	5
21033	2018-03-25	52	3
6635	2018-03-25	377	4
7478	2018-03-25	144	4
14439	2018-03-25	499	3
23027	2018-03-25	213	2
11011	2018-03-25	432	1
723	2018-03-25	477	3
23341	2018-03-25	481	6
18128	2018-03-25	499	2
21817	2018-03-25	236	5
24662	2018-03-25	292	1
13536	2018-03-25	112	2
18557	2018-03-25	358	2
11658	2018-03-25	500	2
4020	2018-03-25	32	1
8191	2018-03-25	19	1
2185	2018-03-25	243	5
14261	2018-03-25	491	11
4809	2018-03-25	219	2
1022	2018-03-25	22	11
1050	2018-03-25	68	2
6564	2018-03-25	28	1
9595	2018-03-24	224	7
11062	2018-03-24	150	6
4591	2018-03-24	435	8
13107	2018-03-24	278	6
23453	2018-03-24	425	1
7990	2018-03-24	380	4
6161	2018-03-24	31	1
19099	2018-03-24	124	7
23467	2018-03-24	278	8
23171	2018-03-24	94	1
14882	2018-03-24	337	4
16333	2018-03-24	460	1
1076	2018-03-24	7	19
17708	2018-03-24	295	5
17842	2018-03-24	367	1
4169	2018-03-24	44	9
10521	2018-03-24	245	6
11890	2018-03-24	244	3
9511	2018-03-24	490	1
17855	2018-03-24	444	13
9422	2018-03-24	74	13
6060	2018-03-24	339	8
888	2018-03-24	312	1
8527	2018-03-24	286	2
10659	2018-03-24	433	1
2087	2018-03-24	349	8
6818	2018-03-24	410	2
15047	2018-03-24	19	9
17823	2018-03-24	336	36
4471	2018-03-24	42	5
17028	2018-03-24	204	6
15145	2018-03-24	328	11
6786	2018-03-24	318	3
2598	2018-03-24	300	1
14886	2018-03-24	51	1
24032	2018-03-24	53	1
22960	2018-03-24	57	2
21530	2018-03-24	45	3
11239	2018-03-24	338	5
19429	2018-03-24	292	6
9868	2018-03-24	77	6
20261	2018-03-24	419	3
11061	2018-03-24	413	6
279	2018-03-24	271	3
17454	2018-03-24	136	2
10805	2018-03-24	14	9
4301	2018-03-24	102	1
10182	2018-03-24	232	6
16528	2018-03-24	323	1
9701	2018-03-24	305	1
24564	2018-03-24	478	2
4174	2018-03-24	119	1
5375	2018-03-24	458	1
15989	2018-03-24	277	1
6837	2018-03-24	340	4
17735	2018-03-24	390	6
17873	2018-03-24	132	3
20702	2018-03-24	186	2
12814	2018-03-24	142	1
18357	2018-03-24	464	8
8044	2018-03-24	33	5
24820	2018-03-24	349	5
22819	2018-03-24	29	2
7460	2018-03-24	371	1
17378	2018-03-24	369	6
24183	2018-03-24	305	1
10773	2018-03-23	149	6
3565	2018-03-23	458	6
16872	2018-03-23	265	1
6537	2018-03-23	122	3
10428	2018-03-23	308	5
8952	2018-03-23	310	1
655	2018-03-23	415	9
23075	2018-03-23	478	1
3062	2018-03-23	278	2
23587	2018-03-23	277	4
416	2018-03-23	399	2
2162	2018-03-23	83	7
21063	2018-03-23	366	2
18672	2018-03-23	284	10
3223	2018-03-23	235	7
4776	2018-03-23	312	5
5835	2018-03-23	433	28
10069	2018-03-23	145	2
24940	2018-03-23	486	2
20983	2018-03-23	218	4
21196	2018-03-23	232	3
18068	2018-03-23	209	1
275	2018-03-23	157	5
232	2018-03-23	325	4
17391	2018-03-23	243	14
19649	2018-03-23	341	3
5517	2018-03-23	20	6
23736	2018-03-23	326	8
188	2018-03-23	161	3
5612	2018-03-23	205	5
14917	2018-03-23	7	6
20996	2018-03-23	496	7
16265	2018-03-23	6	4
22438	2018-03-23	173	8
13955	2018-03-23	286	7
405	2018-03-23	428	1
14741	2018-03-23	347	6
3135	2018-03-23	361	2
12796	2018-03-23	384	4
7848	2018-03-23	185	3
20145	2018-03-23	101	9
23259	2018-03-23	256	9
1852	2018-03-23	160	3
17261	2018-03-23	18	3
1234	2018-03-23	101	1
14409	2018-03-23	2	1
22414	2018-03-23	466	5
5812	2018-03-23	147	7
14191	2018-03-23	348	15
4819	2018-03-22	442	11
16582	2018-03-22	183	5
422	2018-03-22	242	3
20007	2018-03-22	377	5
491	2018-03-22	310	5
25283	2018-03-22	480	1
10998	2018-03-22	418	8
2528	2018-03-22	87	4
16843	2018-03-22	251	5
19416	2018-03-22	426	1
20025	2018-03-22	264	5
16387	2018-03-22	278	5
8102	2018-03-22	420	5
11425	2018-03-22	467	14
24672	2018-03-22	102	2
15714	2018-03-22	439	4
14622	2018-03-22	100	4
15289	2018-03-22	151	2
5341	2018-03-22	435	6
20881	2018-03-22	293	1
5914	2018-03-22	277	5
18401	2018-03-22	404	15
7006	2018-03-22	77	4
4196	2018-03-22	44	2
7042	2018-03-22	197	3
731	2018-03-22	313	3
21979	2018-03-22	183	1
21639	2018-03-22	40	1
23287	2018-03-22	349	1
17984	2018-03-22	146	6
7342	2018-03-22	180	6
12195	2018-03-22	333	1
19961	2018-03-22	31	4
7149	2018-03-22	319	2
2768	2018-03-22	36	4
22807	2018-03-21	291	17
12894	2018-03-21	438	5
20953	2018-03-21	30	2
1860	2018-03-21	487	6
21883	2018-03-21	29	3
15073	2018-03-21	243	3
593	2018-03-21	484	5
9055	2018-03-21	288	6
9070	2018-03-21	461	2
11497	2018-03-21	430	2
1126	2018-03-21	389	1
17004	2018-03-21	354	2
19489	2018-03-21	312	1
24892	2018-03-21	408	7
340	2018-03-21	409	4
25001	2018-03-21	137	2
25211	2018-03-21	9	1
4533	2018-03-21	61	2
11672	2018-03-21	160	6
12721	2018-03-21	228	6
20131	2018-03-21	278	3
22866	2018-03-21	67	2
7773	2018-03-21	449	9
2937	2018-03-21	229	5
9402	2018-03-21	131	6
23932	2018-03-21	481	1
14029	2018-03-21	36	5
19405	2018-03-21	153	1
11356	2018-03-21	385	1
18278	2018-03-21	27	1
9672	2018-03-21	93	1
23346	2018-03-21	40	1
7890	2018-03-21	7	1
17993	2018-03-21	87	4
8522	2018-03-21	376	15
15118	2018-03-21	214	6
17236	2018-03-21	35	1
1638	2018-03-21	276	2
1189	2018-03-21	33	3
25181	2018-03-21	259	3
20217	2018-03-21	168	5
20289	2018-03-21	163	2
15440	2018-03-21	185	2
8428	2018-03-21	469	1
1984	2018-03-21	221	4
3889	2018-03-21	73	5
8261	2018-03-21	349	4
11896	2018-03-21	33	1
18902	2018-03-21	230	32
4124	2018-03-21	136	1
9848	2018-03-21	236	6
17820	2018-03-21	283	10
19305	2018-03-21	400	1
22160	2018-03-21	230	9
1493	2018-03-21	28	1
748	2018-03-21	355	1
8888	2018-03-21	210	2
19433	2018-03-21	91	1
17373	2018-03-21	304	4
17790	2018-03-21	345	4
6617	2018-03-21	23	6
18757	2018-03-21	462	1
6321	2018-03-21	208	1
25235	2018-03-21	423	2
7615	2018-03-21	371	4
2906	2018-03-21	420	5
22548	2018-03-21	135	7
14275	2018-03-21	35	5
16064	2018-03-21	477	2
22215	2018-03-21	229	1
12489	2018-03-21	342	7
18754	2018-03-20	369	4
6734	2018-03-20	439	4
25021	2018-03-20	491	1
7717	2018-03-20	13	4
6693	2018-03-20	266	6
5913	2018-03-20	297	4
4370	2018-03-20	348	5
12953	2018-03-20	290	1
18216	2018-03-20	13	4
7357	2018-03-20	295	1
7096	2018-03-20	64	1
461	2018-03-20	53	7
15868	2018-03-20	1	2
21449	2018-03-20	169	8
10653	2018-03-20	328	2
22361	2018-03-20	289	1
158	2018-03-20	41	2
14260	2018-03-20	229	1
22351	2018-03-20	95	1
17991	2018-03-20	145	3
12241	2018-03-20	177	1
6901	2018-03-20	51	15
19041	2018-03-20	324	5
20780	2018-03-20	169	3
23884	2018-03-20	420	3
6807	2018-03-20	136	6
11137	2018-03-20	488	7
8202	2018-03-20	69	6
25209	2018-03-20	469	3
23489	2018-03-20	362	3
256	2018-03-20	393	1
7842	2018-03-19	381	4
8758	2018-03-19	219	2
14233	2018-03-19	411	6
24891	2018-03-19	467	2
12143	2018-03-19	260	4
11135	2018-03-19	148	5
10474	2018-03-19	339	7
18026	2018-03-19	491	1
1680	2018-03-19	425	5
491	2018-03-19	461	8
482	2018-03-19	113	2
24312	2018-03-19	242	6
9048	2018-03-19	278	3
2242	2018-03-19	292	4
7631	2018-03-19	80	1
15533	2018-03-19	107	28
20829	2018-03-19	466	1
117	2018-03-19	123	6
4940	2018-03-19	463	7
22796	2018-03-19	127	2
10657	2018-03-19	65	9
17185	2018-03-19	166	5
17889	2018-03-19	394	2
13825	2018-03-19	424	4
23659	2018-03-19	359	2
3063	2018-03-19	459	3
22431	2018-03-19	441	3
22687	2018-03-19	328	1
10680	2018-03-19	58	3
9721	2018-03-19	271	4
1606	2018-03-19	38	3
6064	2018-03-19	277	5
12300	2018-03-19	14	5
22075	2018-03-19	315	1
4272	2018-03-19	412	4
16872	2018-03-19	250	1
17975	2018-03-19	191	5
4773	2018-03-19	416	1
3032	2018-03-19	276	2
10667	2018-03-19	37	2
8308	2018-03-19	363	6
11752	2018-03-19	484	5
15226	2018-03-19	353	1
22293	2018-03-19	432	3
140	2018-03-19	131	1
12182	2018-03-19	181	5
22017	2018-03-19	329	5
7523	2018-03-19	27	6
20023	2018-03-19	80	6
4017	2018-03-19	99	15
7473	2018-03-19	311	3
