PID,store_number,business_date,quantity
3543,211,2019/1/5,7
13758,127,2019/1/5,7
23675,491,2019/1/5,3
3655,375,2019/1/5,4
12232,467,2019/1/5,1
20189,391,2019/1/5,5
20649,316,2019/1/5,1
3600,410,2019/1/5,7
5167,408,2019/1/5,1
418,103,2019/1/5,2
19877,156,2019/1/5,1
7820,75,2019/1/5,1
24418,296,2019/1/5,5
10808,450,2019/1/5,5
4278,254,2019/1/5,1
16603,243,2019/1/5,1
2046,299,2019/1/5,3
12295,414,2019/1/5,1
16436,12,2019/1/5,7
20659,286,2019/1/5,2
802,252,2019/1/5,6
5291,126,2019/1/5,2
13795,459,2019/1/4,6
15203,433,2019/1/4,1
20557,3,2019/1/4,1
23807,453,2019/1/4,5
6932,48,2019/1/4,1
8472,274,2019/1/4,3
24048,396,2019/1/4,2
12279,161,2019/1/4,1
11510,31,2019/1/4,3
24006,395,2019/1/4,1
22034,474,2019/1/4,22
11525,261,2019/1/4,7
1518,379,2019/1/4,1
14024,13,2019/1/4,3
6415,445,2019/1/4,3
18156,242,2019/1/4,3
20736,393,2019/1/4,1
4879,488,2019/1/4,1
1697,123,2019/1/4,8
7415,124,2019/1/4,6
23380,212,2019/1/4,5
21741,78,2019/1/4,9
1224,233,2019/1/4,1
18523,74,2019/1/4,1
18350,192,2019/1/4,6
1399,377,2019/1/4,2
20635,28,2019/1/4,4
11974,207,2019/1/4,1
19794,260,2019/1/4,5
3669,397,2019/1/4,4
22766,211,2019/1/4,3
3920,393,2019/1/4,6
14047,301,2019/1/4,2
25097,361,2019/1/4,3
19651,240,2019/1/4,1
25205,423,2019/1/4,2
20042,20,2019/1/4,1
18820,492,2019/1/4,1
18004,360,2019/1/4,6
7381,498,2019/1/4,4
513,187,2019/1/4,3
15452,448,2019/1/4,1
18101,304,2019/1/4,4
7744,61,2019/1/4,7
9331,437,2019/1/4,5
2948,299,2019/1/4,17
838,262,2019/1/4,5
7646,433,2019/1/4,1
4759,257,2019/1/4,7
9123,361,2019/1/4,6
11025,165,2019/1/4,1
19553,88,2019/1/4,1
23641,166,2019/1/4,1
10308,208,2019/1/4,6
386,257,2019/1/4,6
903,42,2019/1/4,3
23027,374,2019/1/4,8
677,25,2019/1/4,7
13264,495,2019/1/4,6
2359,195,2019/1/4,1
16469,80,2019/1/4,6
20164,245,2019/1/4,6
8234,40,2019/1/4,7
24164,169,2019/1/4,1
8911,355,2019/1/4,2
4007,316,2019/1/4,4
4512,244,2019/1/4,6
366,281,2019/1/4,5
10797,168,2019/1/4,3
3842,330,2019/1/4,6
17953,28,2019/1/4,8
22284,90,2019/1/4,1
15253,249,2019/1/3,4
11416,266,2019/1/3,1
8261,163,2019/1/3,1
7412,289,2019/1/3,4
8429,491,2019/1/3,4
11030,472,2019/1/3,4
6082,53,2019/1/3,6
16077,292,2019/1/3,5
12428,409,2019/1/3,1
238,304,2019/1/3,6
11117,105,2019/1/3,5
15100,366,2019/1/3,5
18338,288,2019/1/3,1
20291,309,2019/1/3,2
25073,199,2019/1/3,3
19610,123,2019/1/3,4
8979,75,2019/1/3,4
13402,284,2019/1/3,3
15883,409,2019/1/3,13
1630,336,2019/1/3,5
24744,191,2019/1/3,4
15111,343,2019/1/3,6
4779,263,2019/1/3,4
5282,92,2019/1/3,2
23638,463,2019/1/3,4
10951,80,2019/1/3,7
10960,81,2019/1/3,5
19510,181,2019/1/3,4
6502,123,2019/1/3,6
20964,480,2019/1/3,5
2167,423,2019/1/3,2
16641,43,2019/1/3,3
14391,23,2019/1/3,4
14538,435,2019/1/3,1
12091,489,2019/1/3,5
24170,291,2019/1/3,3
10048,71,2019/1/3,4
3943,56,2019/1/3,9
6301,70,2019/1/3,1
6764,453,2019/1/3,2
24429,174,2019/1/3,7
9050,87,2019/1/3,5
18633,184,2019/1/3,4
2535,373,2019/1/3,4
22758,56,2019/1/3,1
1609,500,2019/1/3,3
14634,82,2019/1/3,5
20833,268,2019/1/3,7
4487,146,2019/1/3,3
20474,277,2019/1/3,3
17850,177,2019/1/3,2
18132,224,2019/1/3,2
22089,341,2019/1/3,3
23299,280,2019/1/3,5
9506,298,2019/1/3,1
11173,449,2019/1/3,27
20539,411,2019/1/3,32
15204,231,2019/1/3,6
1403,277,2019/1/3,5
19334,30,2019/1/3,1
23459,298,2019/1/3,2
20812,486,2019/1/3,9
1450,119,2019/1/3,4
12347,129,2019/1/3,3
3243,140,2019/1/3,1
3899,35,2019/1/2,1
20678,282,2019/1/2,2
4976,354,2019/1/2,5
14088,160,2019/1/2,3
7931,48,2019/1/2,4
3177,450,2019/1/2,6
10271,223,2019/1/2,2
18226,33,2019/1/2,2
7191,60,2019/1/2,1
19333,230,2019/1/2,1
20152,157,2019/1/2,1
9603,166,2019/1/2,1
12793,215,2019/1/2,1
4463,114,2019/1/2,3
22788,158,2019/1/2,5
10191,478,2019/1/2,2
15919,265,2019/1/2,4
13257,236,2019/1/2,6
16519,165,2019/1/2,6
19062,208,2019/1/2,1
5998,133,2019/1/2,1
12988,313,2019/1/2,1
18874,308,2019/1/2,15
3362,133,2019/1/2,6
19707,89,2019/1/2,1
4539,200,2019/1/2,6
3727,45,2019/1/2,1
13207,304,2019/1/2,1
17793,300,2019/1/2,4
8723,156,2019/1/2,6
22356,76,2019/1/2,1
13764,228,2019/1/1,6
21972,25,2019/1/1,4
25010,183,2019/1/1,3
3346,140,2019/1/1,5
11203,75,2019/1/1,7
6652,354,2019/1/1,5
10267,489,2019/1/1,2
23846,476,2019/1/1,5
22600,75,2019/1/1,2
12757,234,2019/1/1,16
24163,282,2019/1/1,5
8881,95,2019/1/1,1
16620,281,2019/1/1,8
4678,165,2019/1/1,2
4381,237,2019/1/1,1
20523,134,2019/1/1,1
21627,413,2019/1/1,6
9677,10,2019/1/1,1
20474,10,2019/1/1,4
2351,163,2019/1/1,4
211,350,2019/1/1,6
299,478,2019/1/1,9
11763,239,2019/1/1,5
19365,75,2019/1/1,1
20094,396,2019/1/1,2
13904,390,2019/1/1,2
18931,426,2019/1/1,1
16047,139,2019/1/1,1
10253,174,2019/1/1,1
25038,229,2019/1/1,1
7348,444,2019/1/1,3
18300,56,2019/1/1,35
5730,20,2019/1/1,3
22339,2,2019/1/1,5
7433,409,2019/1/1,1
10049,372,2019/1/1,6
789,52,2019/1/1,1
13797,18,2019/1/1,3
83,131,2019/1/1,3
8379,135,2019/1/1,1
18422,36,2019/1/1,1
15241,329,2019/1/1,4
22109,434,2019/1/1,6
11993,167,2019/1/1,1
24089,183,2019/1/1,1
10141,116,2019/1/1,1
14072,73,2019/1/1,5
21262,9,2019/1/1,1
18562,210,2019/1/1,1
17208,162,2019/1/1,7
22105,166,2019/1/1,2
12886,379,2019/1/1,7
21816,499,2019/1/1,1
14817,180,2019/1/1,8
5549,16,2019/1/1,5
17133,335,2019/1/1,4
22499,25,2019/1/1,5
18583,96,2019/1/1,5
21330,298,2019/1/1,5
17446,200,2019/1/1,1
8897,463,2019/1/1,6
22675,410,2019/1/1,5
15781,62,2019/1/1,8
21418,75,2019/1/1,1
12969,122,2019/1/1,6
13375,271,2019/1/1,6
1120,240,2019/1/1,1
4421,158,2018/3/30,17
13825,34,2018/3/30,1
3452,58,2018/3/30,14
20739,275,2018/3/30,2
23718,327,2018/3/30,1
6506,449,2018/3/30,6
589,31,2018/3/30,5
9066,296,2018/3/30,3
1738,6,2018/3/30,2
24289,389,2018/3/30,3
7430,297,2018/3/30,4
5177,485,2018/3/30,6
8999,37,2018/3/30,3
13007,423,2018/3/30,26
16647,302,2018/3/30,6
13527,238,2018/3/30,1
9900,147,2018/3/30,1
961,353,2018/3/30,7
7990,1,2018/3/30,4
6317,321,2018/3/30,2
4078,301,2018/3/30,5
7575,49,2018/3/30,1
18846,489,2018/3/30,5
5759,288,2018/3/30,3
3708,370,2018/3/30,2
15104,383,2018/3/29,3
16247,254,2018/3/29,4
10548,79,2018/3/29,1
2628,321,2018/3/29,5
4020,194,2018/3/29,2
21084,397,2018/3/29,6
2776,376,2018/3/29,13
3072,497,2018/3/29,17
18973,292,2018/3/29,3
9953,149,2018/3/29,1
16328,418,2018/3/29,3
6325,227,2018/3/29,4
22188,403,2018/3/29,7
24789,164,2018/3/29,5
21960,304,2018/3/29,4
3287,18,2018/3/29,17
8811,293,2018/3/29,3
8688,386,2018/3/29,3
4387,144,2018/3/29,1
10999,56,2018/3/29,2
20344,289,2018/3/29,6
13054,203,2018/3/29,2
1994,353,2018/3/29,4
23097,133,2018/3/29,5
358,23,2018/3/29,5
18037,110,2018/3/29,4
25150,183,2018/3/29,1
4257,200,2018/3/29,1
3937,40,2018/3/29,1
23354,326,2018/3/29,7
24462,379,2018/3/29,1
24693,21,2018/3/29,8
7704,279,2018/3/29,2
25286,400,2018/3/29,1
6004,279,2018/3/29,4
4249,47,2018/3/29,4
19620,175,2018/3/29,5
21594,253,2018/3/29,3
21293,216,2018/3/29,5
12367,118,2018/3/29,5
7667,72,2018/3/29,4
5895,401,2018/3/29,1
9518,243,2018/3/29,5
23983,366,2018/3/29,16
2323,350,2018/3/29,9
3067,309,2018/3/29,3
15450,311,2018/3/29,3
6887,122,2018/3/29,4
23657,302,2018/3/29,6
23105,18,2018/3/29,4
4151,75,2018/3/29,6
7727,290,2018/3/29,6
1016,21,2018/3/29,5
15584,259,2018/3/29,6
3086,360,2018/3/29,1
14162,305,2018/3/29,9
20314,27,2018/3/29,1
4516,282,2018/3/29,3
698,82,2018/3/29,4
22018,88,2018/3/29,17
24103,88,2018/3/29,1
15171,71,2018/3/29,5
19226,128,2018/3/29,1
15330,38,2018/3/29,25
10226,106,2018/3/29,2
23395,389,2018/3/29,4
19240,199,2018/3/29,5
9521,289,2018/3/28,6
12727,390,2018/3/28,6
13467,297,2018/3/28,9
12508,158,2018/3/28,17
18134,411,2018/3/28,2
578,117,2018/3/28,6
11647,76,2018/3/28,3
13169,395,2018/3/28,2
21609,211,2018/3/28,1
6979,297,2018/3/28,5
24335,117,2018/3/28,4
4209,487,2018/3/28,6
8464,414,2018/3/28,1
17262,44,2018/3/28,1
8825,484,2018/3/28,4
14174,231,2018/3/28,6
17229,423,2018/3/28,1
11819,168,2018/3/28,3
21042,267,2018/3/28,5
25012,37,2018/3/28,2
21087,212,2018/3/28,1
18193,146,2018/3/28,15
19203,338,2018/3/28,6
15918,124,2018/3/28,2
20809,2,2018/3/28,5
5308,68,2018/3/28,5
4710,313,2018/3/28,2
16758,378,2018/3/28,6
17760,261,2018/3/28,3
18232,403,2018/3/28,8
5928,468,2018/3/28,6
17104,465,2018/3/28,5
1059,331,2018/3/28,3
1653,474,2018/3/28,7
8393,357,2018/3/28,1
2915,175,2018/3/28,9
22927,228,2018/3/28,4
3211,283,2018/3/28,1
8107,184,2018/3/28,3
1471,287,2018/3/28,2
16029,189,2018/3/28,37
17450,276,2018/3/28,4
5523,116,2018/3/28,1
22716,462,2018/3/28,2
25133,449,2018/3/28,3
6089,353,2018/3/28,1
13151,195,2018/3/28,2
21336,239,2018/3/28,1
20773,421,2018/3/28,13
16370,398,2018/3/28,5
23283,219,2018/3/28,4
22565,125,2018/3/28,4
1981,258,2018/3/28,5
22317,372,2018/3/28,1
25021,216,2018/3/28,2
22887,498,2018/3/28,5
2685,121,2018/3/28,7
14474,437,2018/3/28,5
4502,54,2018/3/28,5
17301,112,2018/3/28,1
6684,113,2018/3/28,1
18300,441,2018/3/28,6
4128,380,2018/3/28,3
19596,256,2018/3/28,2
22561,465,2018/3/28,6
16560,331,2018/3/28,5
23050,19,2018/3/28,2
10807,302,2018/3/28,10
17439,310,2018/3/28,1
20640,89,2018/3/28,1
4342,252,2018/3/28,1
16615,161,2018/3/28,1
23569,478,2018/3/28,1
3763,124,2018/3/27,5
3965,439,2018/3/27,7
21340,332,2018/3/27,1
19411,69,2018/3/27,1
9769,158,2018/3/27,6
20444,64,2018/3/27,3
23526,130,2018/3/27,2
8893,458,2018/3/27,12
15342,340,2018/3/27,19
24357,414,2018/3/27,3
19646,265,2018/3/27,1
23946,371,2018/3/27,4
18601,400,2018/3/27,10
11179,228,2018/3/27,1
19448,286,2018/3/27,2
10308,276,2018/3/27,5
18910,266,2018/3/27,2
13848,458,2018/3/27,1
18388,260,2018/3/27,6
8687,468,2018/3/27,5
16244,314,2018/3/27,6
14513,350,2018/3/27,6
2585,244,2018/3/27,1
8959,235,2018/3/27,5
9026,252,2018/3/27,2
3817,371,2018/3/27,4
19870,272,2018/3/27,6
6317,269,2018/3/27,5
7985,307,2018/3/27,6
20811,434,2018/3/27,4
8903,64,2018/3/27,1
12992,458,2018/3/27,7
22374,466,2018/3/27,7
22556,113,2018/3/27,1
22733,441,2018/3/27,3
24987,157,2018/3/27,3
14917,374,2018/3/27,5
422,402,2018/3/27,2
13501,168,2018/3/27,3
12796,437,2018/3/27,4
12480,119,2018/3/27,16
312,36,2018/3/27,1
13473,127,2018/3/27,1
16416,287,2018/3/27,6
13880,249,2018/3/27,1
5341,373,2018/3/27,6
13149,255,2018/3/27,6
20583,51,2018/3/27,16
6253,250,2018/3/27,4
22732,8,2018/3/27,1
21483,229,2018/3/27,4
21981,61,2018/3/27,5
24328,10,2018/3/27,7
10642,217,2018/3/27,6
14934,147,2018/3/27,3
2744,1,2018/3/27,1
19967,190,2018/3/27,1
15699,149,2018/3/27,3
10133,84,2018/3/27,21
17596,487,2018/3/27,1
17653,152,2018/3/27,2
7564,128,2018/3/27,1
5041,118,2018/3/27,3
2954,359,2018/3/27,6
19827,176,2018/3/27,6
11200,399,2018/3/27,5
950,27,2018/3/27,2
10744,341,2018/3/27,5
14723,4,2018/3/27,1
14543,278,2018/3/27,7
17179,197,2018/3/26,1
23923,99,2018/3/26,1
13424,136,2018/3/26,2
12770,263,2018/3/26,5
25057,76,2018/3/26,1
12644,218,2018/3/26,6
1999,185,2018/3/26,2
935,42,2018/3/26,1
12670,249,2018/3/26,3
7873,418,2018/3/26,4
1834,260,2018/3/26,9
21495,428,2018/3/26,2
14394,443,2018/3/26,5
7103,493,2018/3/26,2
6546,73,2018/3/26,2
13132,114,2018/3/26,6
19531,24,2018/3/26,6
10990,155,2018/3/26,6
15659,158,2018/3/26,5
24013,482,2018/3/26,7
16158,39,2018/3/26,7
2727,158,2018/3/26,2
21154,261,2018/3/26,4
11577,445,2018/3/26,1
22977,121,2018/3/26,3
13746,161,2018/3/26,2
2921,46,2018/3/26,7
22802,417,2018/3/26,2
9046,493,2018/3/26,5
22037,158,2018/3/26,2
4545,116,2018/3/26,11
9186,352,2018/3/26,1
5890,54,2018/3/26,7
12753,90,2018/3/26,3
16491,118,2018/3/26,2
8626,107,2018/3/26,19
19485,22,2018/3/26,5
2077,274,2018/3/25,6
24486,330,2018/3/25,1
7175,244,2018/3/25,2
24990,486,2018/3/25,1
3834,111,2018/3/25,2
2149,386,2018/3/25,6
1589,265,2018/3/25,5
22354,182,2018/3/25,4
23091,214,2018/3/25,1
17921,241,2018/3/25,6
8558,146,2018/3/25,9
5232,311,2018/3/25,5
16209,496,2018/3/25,1
7368,494,2018/3/25,17
4237,4,2018/3/25,4
4129,306,2018/3/25,16
41,226,2018/3/25,3
24884,212,2018/3/25,9
19531,141,2018/3/25,7
25116,166,2018/3/25,1
17829,186,2018/3/25,1
85,76,2018/3/25,17
5707,175,2018/3/25,1
24821,271,2018/3/25,6
508,463,2018/3/25,4
9847,61,2018/3/25,1
3158,212,2018/3/25,3
13342,469,2018/3/25,3
15960,21,2018/3/25,4
12240,38,2018/3/25,7
10312,345,2018/3/25,5
23594,182,2018/3/25,6
18814,444,2018/3/25,5
21033,52,2018/3/25,3
6635,377,2018/3/25,4
7478,144,2018/3/25,4
14439,499,2018/3/25,3
23027,213,2018/3/25,2
11011,432,2018/3/25,1
723,477,2018/3/25,3
23341,481,2018/3/25,6
18128,499,2018/3/25,2
21817,236,2018/3/25,5
24662,292,2018/3/25,1
13536,112,2018/3/25,2
18557,358,2018/3/25,2
11658,500,2018/3/25,2
4020,32,2018/3/25,1
8191,19,2018/3/25,1
2185,243,2018/3/25,5
14261,491,2018/3/25,11
4809,219,2018/3/25,2
1022,22,2018/3/25,11
1050,68,2018/3/25,2
6564,28,2018/3/25,1
9595,224,2018/3/24,7
11062,150,2018/3/24,6
4591,435,2018/3/24,8
13107,278,2018/3/24,6
23453,425,2018/3/24,1
7990,380,2018/3/24,4
6161,31,2018/3/24,1
19099,124,2018/3/24,7
23467,278,2018/3/24,8
23171,94,2018/3/24,1
14882,337,2018/3/24,4
16333,460,2018/3/24,1
1076,7,2018/3/24,19
17708,295,2018/3/24,5
17842,367,2018/3/24,1
4169,44,2018/3/24,9
10521,245,2018/3/24,6
11890,244,2018/3/24,3
9511,490,2018/3/24,1
17855,444,2018/3/24,13
9422,74,2018/3/24,13
6060,339,2018/3/24,8
888,312,2018/3/24,1
8527,286,2018/3/24,2
10659,433,2018/3/24,1
2087,349,2018/3/24,8
6818,410,2018/3/24,2
15047,19,2018/3/24,9
17823,336,2018/3/24,36
4471,42,2018/3/24,5
17028,204,2018/3/24,6
15145,328,2018/3/24,11
6786,318,2018/3/24,3
2598,300,2018/3/24,1
14886,51,2018/3/24,1
24032,53,2018/3/24,1
22960,57,2018/3/24,2
21530,45,2018/3/24,3
11239,338,2018/3/24,5
19429,292,2018/3/24,6
9868,77,2018/3/24,6
20261,419,2018/3/24,3
11061,413,2018/3/24,6
279,271,2018/3/24,3
17454,136,2018/3/24,2
10805,14,2018/3/24,9
4301,102,2018/3/24,1
10182,232,2018/3/24,6
16528,323,2018/3/24,1
9701,305,2018/3/24,1
24564,478,2018/3/24,2
4174,119,2018/3/24,1
5375,458,2018/3/24,1
15989,277,2018/3/24,1
6837,340,2018/3/24,4
17735,390,2018/3/24,6
17873,132,2018/3/24,3
20702,186,2018/3/24,2
12814,142,2018/3/24,1
18357,464,2018/3/24,8
8044,33,2018/3/24,5
24820,349,2018/3/24,5
22819,29,2018/3/24,2
7460,371,2018/3/24,1
17378,369,2018/3/24,6
24183,305,2018/3/24,1
10773,149,2018/3/23,6
3565,458,2018/3/23,6
16872,265,2018/3/23,1
6537,122,2018/3/23,3
10428,308,2018/3/23,5
8952,310,2018/3/23,1
655,415,2018/3/23,9
23075,478,2018/3/23,1
3062,278,2018/3/23,2
23587,277,2018/3/23,4
416,399,2018/3/23,2
2162,83,2018/3/23,7
21063,366,2018/3/23,2
18672,284,2018/3/23,10
3223,235,2018/3/23,7
4776,312,2018/3/23,5
5835,433,2018/3/23,28
10069,145,2018/3/23,2
24940,486,2018/3/23,2
20983,218,2018/3/23,4
21196,232,2018/3/23,3
18068,209,2018/3/23,1
275,157,2018/3/23,5
232,325,2018/3/23,4
17391,243,2018/3/23,14
19649,341,2018/3/23,3
5517,20,2018/3/23,6
23736,326,2018/3/23,8
188,161,2018/3/23,3
5612,205,2018/3/23,5
14917,7,2018/3/23,6
20996,496,2018/3/23,7
16265,6,2018/3/23,4
22438,173,2018/3/23,8
13955,286,2018/3/23,7
405,428,2018/3/23,1
14741,347,2018/3/23,6
3135,361,2018/3/23,2
12796,384,2018/3/23,4
7848,185,2018/3/23,3
20145,101,2018/3/23,9
23259,256,2018/3/23,9
1852,160,2018/3/23,3
17261,18,2018/3/23,3
1234,101,2018/3/23,1
14409,2,2018/3/23,1
22414,466,2018/3/23,5
5812,147,2018/3/23,7
14191,348,2018/3/23,15
4819,442,2018/3/22,11
16582,183,2018/3/22,5
422,242,2018/3/22,3
20007,377,2018/3/22,5
491,310,2018/3/22,5
25283,480,2018/3/22,1
10998,418,2018/3/22,8
2528,87,2018/3/22,4
16843,251,2018/3/22,5
19416,426,2018/3/22,1
20025,264,2018/3/22,5
16387,278,2018/3/22,5
8102,420,2018/3/22,5
11425,467,2018/3/22,14
24672,102,2018/3/22,2
15714,439,2018/3/22,4
14622,100,2018/3/22,4
15289,151,2018/3/22,2
5341,435,2018/3/22,6
20881,293,2018/3/22,1
5914,277,2018/3/22,5
18401,404,2018/3/22,15
7006,77,2018/3/22,4
4196,44,2018/3/22,2
7042,197,2018/3/22,3
731,313,2018/3/22,3
21979,183,2018/3/22,1
21639,40,2018/3/22,1
23287,349,2018/3/22,1
17984,146,2018/3/22,6
7342,180,2018/3/22,6
12195,333,2018/3/22,1
19961,31,2018/3/22,4
7149,319,2018/3/22,2
2768,36,2018/3/22,4
22807,291,2018/3/21,17
12894,438,2018/3/21,5
20953,30,2018/3/21,2
1860,487,2018/3/21,6
21883,29,2018/3/21,3
15073,243,2018/3/21,3
593,484,2018/3/21,5
9055,288,2018/3/21,6
9070,461,2018/3/21,2
11497,430,2018/3/21,2
1126,389,2018/3/21,1
17004,354,2018/3/21,2
19489,312,2018/3/21,1
24892,408,2018/3/21,7
340,409,2018/3/21,4
25001,137,2018/3/21,2
25211,9,2018/3/21,1
4533,61,2018/3/21,2
11672,160,2018/3/21,6
12721,228,2018/3/21,6
20131,278,2018/3/21,3
22866,67,2018/3/21,2
7773,449,2018/3/21,9
2937,229,2018/3/21,5
9402,131,2018/3/21,6
23932,481,2018/3/21,1
14029,36,2018/3/21,5
19405,153,2018/3/21,1
11356,385,2018/3/21,1
18278,27,2018/3/21,1
9672,93,2018/3/21,1
23346,40,2018/3/21,1
7890,7,2018/3/21,1
17993,87,2018/3/21,4
8522,376,2018/3/21,15
15118,214,2018/3/21,6
17236,35,2018/3/21,1
1638,276,2018/3/21,2
1189,33,2018/3/21,3
25181,259,2018/3/21,3
20217,168,2018/3/21,5
20289,163,2018/3/21,2
15440,185,2018/3/21,2
8428,469,2018/3/21,1
1984,221,2018/3/21,4
3889,73,2018/3/21,5
8261,349,2018/3/21,4
11896,33,2018/3/21,1
18902,230,2018/3/21,32
4124,136,2018/3/21,1
9848,236,2018/3/21,6
17820,283,2018/3/21,10
19305,400,2018/3/21,1
22160,230,2018/3/21,9
1493,28,2018/3/21,1
748,355,2018/3/21,1
8888,210,2018/3/21,2
19433,91,2018/3/21,1
17373,304,2018/3/21,4
17790,345,2018/3/21,4
6617,23,2018/3/21,6
18757,462,2018/3/21,1
6321,208,2018/3/21,1
25235,423,2018/3/21,2
7615,371,2018/3/21,4
2906,420,2018/3/21,5
22548,135,2018/3/21,7
14275,35,2018/3/21,5
16064,477,2018/3/21,2
22215,229,2018/3/21,1
12489,342,2018/3/21,7
18754,369,2018/3/20,4
6734,439,2018/3/20,4
25021,491,2018/3/20,1
7717,13,2018/3/20,4
6693,266,2018/3/20,6
5913,297,2018/3/20,4
4370,348,2018/3/20,5
12953,290,2018/3/20,1
18216,13,2018/3/20,4
7357,295,2018/3/20,1
7096,64,2018/3/20,1
461,53,2018/3/20,7
15868,1,2018/3/20,2
21449,169,2018/3/20,8
10653,328,2018/3/20,2
22361,289,2018/3/20,1
158,41,2018/3/20,2
14260,229,2018/3/20,1
22351,95,2018/3/20,1
17991,145,2018/3/20,3
12241,177,2018/3/20,1
6901,51,2018/3/20,15
19041,324,2018/3/20,5
20780,169,2018/3/20,3
23884,420,2018/3/20,3
6807,136,2018/3/20,6
11137,488,2018/3/20,7
8202,69,2018/3/20,6
25209,469,2018/3/20,3
23489,362,2018/3/20,3
256,393,2018/3/20,1
7842,381,2018/3/19,4
8758,219,2018/3/19,2
14233,411,2018/3/19,6
24891,467,2018/3/19,2
12143,260,2018/3/19,4
11135,148,2018/3/19,5
10474,339,2018/3/19,7
18026,491,2018/3/19,1
1680,425,2018/3/19,5
491,461,2018/3/19,8
482,113,2018/3/19,2
24312,242,2018/3/19,6
9048,278,2018/3/19,3
2242,292,2018/3/19,4
7631,80,2018/3/19,1
15533,107,2018/3/19,28
20829,466,2018/3/19,1
117,123,2018/3/19,6
4940,463,2018/3/19,7
22796,127,2018/3/19,2
10657,65,2018/3/19,9
17185,166,2018/3/19,5
17889,394,2018/3/19,2
13825,424,2018/3/19,4
23659,359,2018/3/19,2
3063,459,2018/3/19,3
22431,441,2018/3/19,3
22687,328,2018/3/19,1
10680,58,2018/3/19,3
9721,271,2018/3/19,4
1606,38,2018/3/19,3
6064,277,2018/3/19,5
12300,14,2018/3/19,5
22075,315,2018/3/19,1
4272,412,2018/3/19,4
16872,250,2018/3/19,1
17975,191,2018/3/19,5
4773,416,2018/3/19,1
3032,276,2018/3/19,2
10667,37,2018/3/19,2
8308,363,2018/3/19,6
11752,484,2018/3/19,5
15226,353,2018/3/19,1
22293,432,2018/3/19,3
140,131,2018/3/19,1
12182,181,2018/3/19,5
22017,329,2018/3/19,5
7523,27,2018/3/19,6
20023,80,2018/3/19,6
4017,99,2018/3/19,15
7473,311,2018/3/19,3
5477,488,2018/3/19,16
11987,314,2018/3/19,3
8720,11,2018/3/19,7
18174,133,2018/3/19,2
18627,123,2018/3/19,1
13501,207,2018/3/19,7
11819,131,2018/3/19,5
73,461,2018/3/18,8
20640,154,2018/3/18,1
8842,77,2018/3/18,1
12603,399,2018/3/18,1
17871,422,2018/3/18,4
12734,286,2018/3/18,7
23598,51,2018/3/18,6
13830,348,2018/3/18,1
10510,208,2018/3/18,37
18165,7,2018/3/18,3
10313,199,2018/3/18,7
4122,266,2018/3/18,8
5194,203,2018/3/18,10
2410,452,2018/3/18,6
13074,304,2018/3/18,3
4206,375,2018/3/18,1
19167,221,2018/3/18,6
6850,274,2018/3/18,1
16974,344,2018/3/18,5
22290,160,2018/3/18,2
137,57,2018/3/18,5
7805,102,2018/3/18,1
7856,245,2018/3/18,1
2309,8,2018/3/18,2
24455,201,2018/3/18,2
16888,12,2018/3/18,1
17445,446,2018/3/18,12
7266,63,2018/3/18,7
7018,402,2018/3/18,1
9922,178,2018/3/18,5
21810,247,2018/3/18,4
17410,476,2018/3/18,5
12809,20,2018/3/18,3
7308,405,2018/3/18,2
12783,89,2018/3/18,5
1811,426,2018/3/18,3
13110,208,2018/3/18,1
23588,177,2018/3/18,7
21097,262,2018/3/18,4
24352,24,2018/3/18,3
7411,200,2018/3/18,7
23808,293,2018/3/18,5
22156,320,2018/3/18,4
18690,80,2018/3/18,5
2694,149,2018/3/18,1
17973,386,2018/3/18,4
8601,149,2018/3/18,4
2565,475,2018/3/18,4
16242,127,2018/3/18,2
16794,473,2018/3/18,1
11651,455,2018/3/18,1
24487,396,2018/3/18,6
14236,285,2018/3/18,18
9462,380,2018/3/18,2
19307,361,2018/3/18,5
23792,430,2018/3/18,6
8329,152,2018/3/18,1
15999,493,2018/3/18,5
19517,482,2018/3/18,38
2902,161,2018/3/18,4
5364,427,2018/3/18,3
20609,246,2018/3/18,2
25050,386,2018/3/18,1
1469,464,2018/3/18,12
12138,374,2018/3/18,5
1401,389,2018/3/18,1
15933,496,2018/3/18,1
13127,500,2018/3/18,7
22516,224,2018/3/18,1
13222,483,2018/3/17,4
2766,389,2018/3/17,1
14414,270,2018/3/17,1
621,431,2018/3/17,4
11390,306,2018/3/17,6
19964,245,2018/3/17,1
20950,314,2018/3/17,6
13959,251,2018/3/17,3
8793,383,2018/3/17,3
8336,146,2018/3/17,35
18841,410,2018/3/17,1
16172,243,2018/3/17,7
3647,398,2018/3/17,1
593,99,2018/3/17,6
19152,44,2018/3/17,3
952,145,2018/3/17,6
15669,369,2018/3/17,14
11852,215,2018/3/17,1
22353,282,2018/3/17,1
17220,413,2018/3/17,9
21135,78,2018/3/17,6
6560,313,2018/3/17,6
1487,137,2018/3/17,6
22700,259,2018/3/17,7
17657,324,2018/3/17,1
17308,91,2018/3/17,1
25075,295,2018/3/17,1
4971,406,2018/3/17,1
8904,381,2018/3/17,1
18510,118,2018/3/17,2
23902,99,2018/3/17,1
5272,371,2018/3/17,5
13300,105,2018/3/16,4
24335,91,2018/3/16,4
22225,182,2018/3/16,7
8116,463,2018/3/16,1
8978,488,2018/3/16,5
21546,426,2018/3/16,8
22696,176,2018/3/16,2
